name,region,city,category,description,address,latitude,longitude,price_range,duration_hours,companion_type,tags,rating,image_url,score,avg_stay_minutes,entry_fee,place_type
울산 장생포 고래문화마을,GSD,울산,attraction,고래의 역사와 문화를 체험할 수 있는 테마마을. 고래박물관과 생태체험관이 있는 교육적 공간,울산광역시 남구 장생포고래로,35.5153,129.3478,budget_low,3,"[""family"",""friends""]","[""고래문화"",""테마마을"",""박물관"",""생태체험"",""교육""]",4.0,https://example.com/jangsaengpo-whale.jpg,4.0,180,2000,ATTRACTION
울산 성남동 벽화마을,GSD,울산,attraction,컬러풀한 벽화로 꾸며진 마을로 예술과 일상이 어우러진 포토스팟. 젊은 작가들의 작품 감상,울산광역시 중구 성남동,35.5669,129.3167,budget_free,2,"[""friends"",""couple"",""solo""]","[""벽화마을"",""예술"",""포토스팟"",""젊은작가"",""컬러풀""]",3.9,https://example.com/seongnam-mural.jpg,3.9,120,0,ATTRACTION
울산 반구대 암각화,GSD,울산,attraction,선사시대 암각화가 새겨진 국보급 문화재. 고래와 사냥 모습 등 선조들의 생활상을 엿볼 수 있음,울산광역시 울주군 언양읍,35.6167,129.2167,budget_low,2,"[""family"",""friends"",""solo""]","[""암각화"",""선사시대"",""국보"",""고래"",""문화재""]",3.8,https://example.com/bangudae-petroglyphs.jpg,3.8,120,1000,ATTRACTION
울산 청년 농부카페,GSD,울산,cafe,울산 근교에서 청년 농부들이 운영하는 팜카페. 직접 재배한 농산물로 만든 건강한 음료와 브런치,울산광역시 울주군 삼남면,35.4833,129.2500,budget_medium,2,"[""friends"",""family"",""couple""]","[""팜카페"",""청년농부"",""건강한"",""농산물"",""브런치""]",4.0,https://example.com/ulsan-farm-cafe.jpg,4.0,120,0,CAFE
울산 로컬푸드 직매장,GSD,울산,shopping,울산 지역 농산물과 특산품을 저렴하게 구매할 수 있는 직매장. 신선함과 가성비를 동시에,울산광역시 남구 두왕로,35.5167,129.3000,budget_low,1,"[""family"",""friends"",""solo""]","[""로컬푸드"",""직매장"",""농산물"",""특산품"",""가성비""]",3.7,https://example.com/ulsan-local-food.jpg,3.7,90,0,SHOPPING
성산일출봉,JJD,제주시,attraction,제주의 대표 일출 명소로 유네스코 세계자연유산. 정상에서 보는 일출과 바다 전망이 장관,제주특별자치도 제주시 성산읍,33.4583,126.9419,budget_low,3,"[""family"",""friends"",""couple"",""solo""]","[""일출"",""세계자연유산"",""바다전망"",""등산"",""성산봉""]",4.5,https://example.com/seongsan-ilchulbong.jpg,4.6,180,5000,ATTRACTION
제주 동문시장,JJD,제주시,restaurant,제주의 대표 전통시장으로 흑돼지고기와 해산물 등 제주 특산품을 저렴하게 맛볼 수 있는 곳,제주특별자치도 제주시 관덕로,33.5147,126.5275,budget_low,2,"[""friends"",""family""]","[""전통시장"",""흑돼지"",""해산물"",""특산품"",""먹거리""]",4.2,https://example.com/dongmun-market.jpg,4.3,120,0,RESTAURANT
제주 청년창업몰,JJD,제주시,shopping,제주 청년들이 운영하는 독창적인 상점들이 모인 쇼핑공간. 제주산 농산물과 수제 공예품 판매,제주특별자치도 제주시 연동,33.4996,126.5311,budget_medium,2,"[""friends"",""solo"",""couple""]","[""청년창업"",""독창적"",""제주산"",""수제공예"",""쇼핑""]",4.0,https://example.com/jeju-youth-mall.jpg,4.0,120,0,SHOPPING
한라산 국립공원,JJD,제주시,attraction,제주의 상징인 한라산으로 다양한 등산코스와 아름다운 자연경관을 자랑. 사계절 각기 다른 매력,제주특별자치도 제주시 해안동,33.3617,126.5292,budget_free,6,"[""friends"",""family"",""solo""]","[""한라산"",""등산"",""자연경관"",""사계절"",""국립공원""]",4.6,https://example.com/hallasan.jpg,4.7,360,0,ATTRACTION
제주 이호테우 해변,JJD,제주시,attraction,제주시내에서 가까운 아름다운 해변으로 말 조형물이 유명한 포토스팟. 산책과 일몰 감상에 최적,제주특별자치도 제주시 이호일동,33.4975,126.4550,budget_free,2,"[""couple"",""friends"",""family""]","[""해변"",""말조형물"",""포토스팟"",""일몰"",""산책""]",4.1,https://example.com/iho-tewoo.jpg,4.2,120,0,ATTRACTION
제주 애월 카페거리,JJD,제주시,cafe,바다를 보며 커피를 마실 수 있는 제주의 대표 카페거리. 감성적인 인테리어와 바다 전망이 일품,제주특별자치도 제주시 애월읍,33.4686,126.3097,budget_medium,3,"[""friends"",""couple"",""solo""]","[""카페거리"",""바다전망"",""감성적"",""애월"",""인테리어""]",4.4,https://example.com/aewol-cafe.jpg,4.5,180,0,CAFE
제주돌문화공원,JJD,제주시,attraction,제주의 돌문화를 체험할 수 있는 테마공원. 돌하르방과 다양한 돌 조각상을 감상하며 산책,제주특별자치도 제주시 조천읍,33.4800,126.7097,budget_medium,2,"[""family"",""friends"",""couple""]","[""돌문화"",""테마공원"",""돌하르방"",""조각상"",""체험""]",3.9,https://example.com/stone-park.jpg,3.9,120,5000,ATTRACTION
제주 청년농부 마켓,JJD,제주시,shopping,제주 청년 농부들이 직접 재배한 농산물과 가공품을 판매하는 로컬마켓. 지역경제 활성화에 기여,제주특별자치도 제주시 한림읍,33.4167,126.2667,budget_low,1,"[""family"",""friends"",""solo""]","[""청년농부"",""로컬마켓"",""농산물"",""가공품"",""지역경제""]",3.8,https://example.com/jeju-young-farmer.jpg,3.8,90,0,SHOPPING
중문 대포해안,JJD,서귀포,attraction,제주의 대표 관광지 중문 관광단지 내 아름다운 해안. 주상절리와 파도가 만드는 장관을 감상,제주특별자치도 서귀포시 중문동,33.2386,126.4156,budget_free,2,"[""family"",""friends"",""couple""]","[""해안"",""주상절리"",""파도"",""중문"",""관광단지""]",4.3,https://example.com/jungmun-daepo.jpg,4.4,120,0,ATTRACTION
서귀포 매일올레시장,JJD,서귀포,restaurant,서귀포의 대표 전통시장으로 감귤과 해산물 등 제주 남부 특산품을 저렴하게 구매할 수 있는 곳,제주특별자치도 서귀포시 중앙로,33.2469,126.5597,budget_low,2,"[""friends"",""family""]","[""전통시장"",""감귤"",""해산물"",""남부특산품"",""먹거리""]",4.1,https://example.com/maeil-olle-market.jpg,4.2,120,0,RESTAURANT
천지연폭포,JJD,서귀포,attraction,제주의 3대 폭포 중 하나로 야간 조명이 아름다운 관광명소. 천연기념물 담팔수 자생지로도 유명,제주특별자치도 서귀포시 천지동,33.2447,126.5619,budget_low,2,"[""family"",""friends"",""couple""]","[""폭포"",""야간조명"",""천연기념물"",""담팔수"",""3대폭포""]",4.2,https://example.com/cheonjiyeon.jpg,4.3,120,2000,ATTRACTION
서귀포 청년창업거리,JJD,서귀포,cafe,서귀포 원도심의 젊은 창업가들이 모인 거리. 제주 감귤을 활용한 음료와 디저트가 특징,제주특별자치도 서귀포시 서귀동,33.2469,126.5597,budget_medium,2,"[""friends"",""couple"",""solo""]","[""청년창업"",""원도심"",""감귤음료"",""디저트"",""특징적""]",4.0,https://example.com/seogwipo-startup.jpg,4.0,120,0,CAFE
정방폭포,JJD,서귀포,attraction,바다로 직접 떨어지는 국내 유일한 해안폭포. 시원한 물소리와 바다 전망을 함께 즐길 수 있음,제주특별자치도 서귀포시 동홍동,33.2381,126.5711,budget_low,1,"[""family"",""friends"",""couple""]","[""해안폭포"",""바다전망"",""유일한"",""물소리"",""시원한""]",4.0,https://example.com/jeongbang-waterfall.jpg,4.0,90,2000,ATTRACTION
서귀포 매화마을,JJD,서귀포,attraction,매화꽃이 아름다운 작은 마을로 봄철 꽃구경 명소. 평화로운 농촌 풍경과 포토스팟이 인기,제주특별자치도 서귀포시 안덕면,33.2500,126.3167,budget_free,2,"[""couple"",""friends"",""family""]","[""매화마을"",""꽃구경"",""봄철"",""농촌풍경"",""포토스팟""]",3.9,https://example.com/maehwa-village.jpg,3.9,120,0,ATTRACTION
오설록 티뮤지엄,JJD,서귀포,attraction,제주 녹차의 모든 것을 체험할 수 있는 차 박물관. 티 테이스팅과 제품 구매가 가능한 복합공간,제주특별자치도 서귀포시 안덕면,33.3069,126.2889,budget_medium,2,"[""family"",""friends"",""couple""]","[""녹차"",""차박물관"",""티테이스팅"",""체험"",""복합공간""]",4.2,https://example.com/osulloc.jpg,4.2,120,0,ATTRACTION
서귀포 로컬푸드 직매장,JJD,서귀포,shopping,서귀포 지역 농산물과 특산품을 직접 판매하는 매장. 신선한 감귤과 한라봉이 특히 인기,제주특별자치도 서귀포시 표선면,33.3167,126.8333,budget_low,1,"[""family"",""friends"",""solo""]","[""로컬푸드"",""직매장"",""감귤"",""한라봉"",""신선한""]",3.8,https://example.com/seogwipo-local.jpg,3.8,90,0,SHOPPING
제주민속촌,JJD,서귀포,attraction,제주의 전통문화와 생활상을 재현한 민속촌. 전통가옥과 문화체험 프로그램을 통해 제주 역사 학습,제주특별자치도 서귀포시 표선면,33.3183,126.8039,budget_medium,3,"[""family"",""friends"",""solo""]","[""민속촌"",""전통문화"",""생활상"",""문화체험"",""역사학습""]",4.0,https://example.com/jeju-folk-village.jpg,4.0,180,15000,ATTRACTION
성읍민속마을,JJD,제주동부,attraction,제주의 전통 초가집과 돌담이 보존된 민속마을. 제주 고유의 건축양식과 생활문화를 체험,제주특별자치도 서귀포시 표선면,33.3333,126.8167,budget_low,2,"[""family"",""friends"",""solo""]","[""민속마을"",""초가집"",""돌담"",""건축양식"",""생활문화""]",4.0,https://example.com/seongeup-folk-village.jpg,4.0,120,2000,ATTRACTION
비자림,JJD,제주동부,attraction,천연기념물로 지정된 비자나무 숲으로 산림욕과 힐링을 즐길 수 있는 자연휴양림,제주특별자치도 제주시 구좌읍,33.4833,126.8167,budget_low,2,"[""family"",""friends"",""solo"",""couple""]","[""비자나무"",""천연기념물"",""산림욕"",""힐링"",""자연휴양림""]",4.1,https://example.com/bijarim.jpg,4.2,120,3000,ATTRACTION
김녕미로공원,JJD,제주동부,attraction,제주에서 유일한 미로공원으로 가족 단위 방문객에게 인기. 미로찾기 게임과 포토존이 즐거움을 선사,제주특별자치도 제주시 구좌읍,33.5567,126.7553,budget_medium,2,"[""family"",""friends"",""couple""]","[""미로공원"",""유일한"",""가족"",""게임"",""포토존""]",3.8,https://example.com/gimnyeong-maze.jpg,3.8,120,9000,ATTRACTION
제주동부 청년농장카페,JJD,제주동부,cafe,제주 동부 지역 청년 농부들이 운영하는 팜카페. 직접 재배한 농산물로 만든 건강한 음료와 간식,제주특별자치도 제주시 구좌읍,33.4500,126.8000,budget_medium,2,"[""friends"",""family"",""couple""]","[""팜카페"",""청년농부"",""동부지역"",""건강한"",""직접재배""]",4.0,https://example.com/jeju-east-farm-cafe.jpg,4.0,120,0,CAFE
월정리 해변,JJD,제주동부,attraction,제주 동부의 아름다운 에메랄드빛 바다로 유명한 해변. SNS 핫플레이스로 젊은층에게 인기,제주특별자치도 제주시 구좌읍,33.5567,126.7692,budget_free,3,"[""friends"",""couple"",""family""]","[""에메랄드빛"",""해변"",""SNS핫플"",""젊은층"",""아름다운""]",4.4,https://example.com/woljeongri-beach.jpg,4.5,180,0,ATTRACTION
세화 해변,JJD,제주동부,attraction,한적하고 조용한 제주 동부의 숨은 명소. 현지인들이 즐겨 찾는 깨끗한 해변으로 힐링 여행에 최적,제주특별자치도 제주시 구좌읍,33.5000,126.7833,budget_free,2,"[""couple"",""solo"",""friends""]","[""한적한"",""조용한"",""숨은명소"",""현지인"",""힐링""]",3.9,https://example.com/sehwa-beach.jpg,3.9,120,0,ATTRACTION
제주동부 전통시장,JJD,제주동부,restaurant,제주 동부 지역의 전통시장으로 신선한 해산물과 농산물을 저렴하게 구매할 수 있는 곳,제주특별자치도 제주시 구좌읍,33.4667,126.7833,budget_low,1,"[""family"",""friends""]","[""전통시장"",""동부지역"",""해산물"",""농산물"",""저렴한""]",3.7,https://example.com/jeju-east-market.jpg,3.7,90,0,RESTAURANT
제주동부 청년창업센터,JJD,제주동부,shopping,제주 동부 지역 청년들의 창업 아이템을 만날 수 있는 복합쇼핑공간. 독창적인 제주산 상품들이 특징,제주특별자치도 제주시 구좌읍,33.4833,126.7667,budget_medium,2,"[""friends"",""solo""]","[""청년창업"",""동부지역"",""복합쇼핑"",""독창적"",""제주산""]",3.8,https://example.com/jeju-east-startup.jpg,3.8,120,0,SHOPPING
